GADA-551oer,KOTA JAMBI,JAMBI,-1.63801500,103.63209000,False,0.9,3,6
GADA-hkvme1,KABUPATEN KUDUS,JAWA TENGAH,-6.82712700,110.91446400,False,0.9,3,6
GADA-zxv5b7nl,KABUPATEN SUMEDANG,JAWA BARAT,-6.77663000,107.90301000,False,0.9,3,6
GADA-ok7amrze,KABUPATEN SUKOHARJO,JAWA TENGAH,-7.60079000,110.80199000,False,0.9,3,6
GADA-kch59b,KOTA PADANGSIDIMPUAN,SUMATERA UTARA,1.39685300,99.24875900,False,0.9,3,6
GADA-umrqkd,KOTA PADANGSIDIMPUAN,SUMATERA UTARA,1.39880100,99.26332700,False,0.9,3,6
GADA-oykmego2,KABUPATEN BANDUNG,JAWA BARAT,-7.00075000,107.74837000,False,0.9,3,6
GADA-6zenomyn,KABUPATEN DELI SERDANG,SUMATERA UTARA,3.51046000,98.69693000,False,0.9,3,6
GADA-558x09x0,KABUPATEN MAJALENGKA,JAWA BARAT,-6.91359100,107.70237300,False,0.9,3,6
GADA-klv5xono,KABUPATEN BANDUNG,JAWA BARAT,-7.01161000,107.74423000,False,0.9,3,6
GADA-8ze0wf,KOTA LHOKSEUMAWE,NANGGROE ACEH DARUSSALAM,5.17647000,97.14709400,False,0.9,3,6
GADA-8hcyb8,KOTA PONTIANAK,KALIMANTAN BARAT,-0.05032500,109.30360500,False,0.9,3,6
GADA-4qk0eeer,KABUPATEN GIANYAR,BALI,-8.52235000,115.35510000,False,0.9,3,6
GADA-qbe2g350,KOTA TANGERANG SELATAN,BANTEN,-6.34012000,106.71042000,False,0.9,3,6
GADA-zxwgjyeg,KOTA JAKARTA SELATAN,DKI JAKARTA,-6.23707000,106.77779000,False,0.9,3,6
GADA-pb8xfe,KOTA LHOKSEUMAWE,NANGGROE ACEH DARUSSALAM,4.47286700,97.97474400,False,0.9,3,6
GADA-xu9x0y,KOTA BANDUNG,JAWA BARAT,-6.93741500,107.70663800,False,0.9,3,6
GADA-xlvlrxbv,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.46222000,114.76933000,False,0.9,3,6
GADA-yyld8h,KOTA BEKASI,JAWA BARAT,-6.22375900,107.01916000,False,0.9,3,6
GADA-n0ek3z,KOTA SURAKARTA,JAWA TENGAH,-7.57255900,110.81680100,False,0.9,3,6
GADA-h2t3e1,KOTA JAMBI,JAMBI,-1.59737700,103.61675600,False,0.9,3,6
GADA-badaagnj,KABUPATEN KARANGANYAR,JAWA TENGAH,-7.54200000,110.76169000,False,0.9,3,6
GADA-nyaeod,KOTA MEDAN,SUMATERA UTARA,3.61641300,98.65409800,False,0.9,3,6
GADA-wg6pqk2e,KABUPATEN INDRAGIRI HULU,RIAU,-0.43123000,102.48262000,False,0.9,3,6
GADA-1144i2,KABUPATEN LAMONGAN,JAWA TIMUR,-7.11684000,112.18836000,False,0.9,3,6
GADA-u5rtye,KABUPATEN BANGLI,BALI,-8.45544500,115.35692800,False,0.9,3,6
GADA-xm1x92x1,KOTA BALIKPAPAN,KALIMANTAN TIMUR,-1.27073000,116.83194900,False,0.9,3,6
GADA-fcpru1,KABUPATEN SUMEDANG,JAWA BARAT,-6.84760000,107.91706300,False,0.9,3,6
GADA-n3rxnj,KABUPATEN SUKOHARJO,JAWA TENGAH,-7.61588500,110.89867000,False,0.9,3,6
GADA-8h737p,KOTA PONTIANAK,KALIMANTAN BARAT,-0.02542400,109.36882800,False,0.9,3,6
GADA-9ibj7mx3,KOTA BANDUNG,JAWA BARAT,-6.93317400,107.61650400,False,0.9,3,6
GADA-wgk2nknd,KABUPATEN BANDUNG,JAWA BARAT,-6.92373500,107.72800000,False,0.9,3,6
GADA-l8e1xo,KABUPATEN JEPARA,JAWA TENGAH,-6.60621300,110.73941500,False,0.9,3,6
GADA-ldxapq,KOTA PADANGSIDIMPUAN,SUMATERA UTARA,1.39964300,99.26339600,False,0.9,3,6
GADA-vqv29rqj,KABUPATEN BANDUNG,JAWA BARAT,-6.89457000,107.69494000,False,0.9,3,5
GADA-yh0f5j,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.32550000,114.70550300,False,0.9,3,5
GADA-u8x1pr,KOTA PADANG,SUMATERA BARAT,-0.91594000,100.35770600,False,0.9,3,5
GADA-263mvndy,KABUPATEN BANGGAI,SULAWESI TENGAH,-0.93760000,122.81416000,False,0.9,3,5
GADA-u8akt9,KABUPATEN SUMEDANG,JAWA BARAT,-6.83688600,107.92563900,False,0.9,3,5
GADA-ba57nprw,KOTA BANDUNG,JAWA BARAT,-6.93418000,107.71735000,False,0.9,3,5
GADA-ymhh5z,KOTA BEKASI,JAWA BARAT,-6.21577300,107.02628500,False,0.9,3,5
GADA-lw6wcwx2,KABUPATEN LOMBOK BARAT,NUSA TENGGARA BARAT,-8.55756300,116.12474300,False,0.9,3,5
GADA-yh0tbh,KOTA BEKASI,JAWA BARAT,-6.20505300,107.02746400,False,0.9,3,5
GADA-9e56q7qm,KOTA BINJAI,SUMATERA UTARA,3.60373000,98.48246000,False,0.9,3,5
GADA-xe2kzk49,KOTA TANJUNG PINANG,KEPULAUAN RIAU,0.90134700,104.48572000,False,0.9,3,5
GADA-qlr3r5zg,KABUPATEN CIREBON,JAWA BARAT,-6.71229000,108.43713000,False,0.9,3,5
GADA-qlx1kd4x,KABUPATEN BOYOLALI,JAWA TENGAH,-7.50402000,110.74666000,False,0.9,3,5
GADA-9blb7t,KOTA JAKARTA PUSAT,DKI JAKARTA,-6.16265000,106.86069900,False,0.9,3,5
GADA-pxwmerj4,KOTA BEKASI,JAWA BARAT,-6.17621000,107.00285000,False,0.9,3,5
GADA-lylv9k,KABUPATEN SUMEDANG,JAWA BARAT,-6.87874500,107.87312500,False,0.9,3,5
GADA-r1njnooo,KABUPATEN BANGGAI,SULAWESI TENGAH,-0.92390000,122.84168000,False,0.9,3,5
GADA-ajea84,KOTA PONTIANAK,KALIMANTAN BARAT,-0.05865100,109.37728200,False,0.9,3,5
GADA-rC99x1,KABUPATEN NGAWI,JAWA TIMUR,-7.40765500,111.22786600,False,0.9,3,5
GADA-pxzk2dqy,KOTA CIREBON,JAWA BARAT,-6.70678000,108.56104000,False,0.9,3,5
GADA-zxv560wz,KOTA BANDUNG,JAWA BARAT,-6.93162000,107.64346000,False,0.9,3,5
GADA-ez1gymr5,KOTA DUMAI,RIAU,1.56663000,101.38492000,False,0.9,3,5
GADA-yvw2cq,KOTA BEKASI,JAWA BARAT,-6.22962500,107.02042100,False,0.9,3,5
GADA-01vlqv2v,KOTA BANDUNG,JAWA BARAT,-6.92385000,107.58329000,False,0.9,3,5
GADA-ezz767yr,KABUPATEN SUMEDANG,JAWA BARAT,-6.85487000,107.89529000,False,0.9,3,5
GADA-ulusyk,KOTA BANDAR LAMPUNG,LAMPUNG,-5.41152800,105.25812300,False,0.9,3,5
GADA-kxgpu0,KABUPATEN SUMEDANG,JAWA BARAT,-6.86885500,107.90284600,False,0.9,3,5
GADA-5mvkwvrd,KABUPATEN BANDUNG,JAWA BARAT,-6.95909000,107.76169000,False,0.9,3,5
GADA-lpw8xq,KOTA PALU,SULAWESI TENGAH,-0.83075100,119.88042100,False,0.9,3,5
GADA-01zg1jwv,KABUPATEN PANDEGLANG,BANTEN,-6.36876000,105.90471000,False,0.9,3,5
GADA-yv0dhn,KOTA BEKASI,JAWA BARAT,-6.22983900,107.02247700,False,0.9,3,5
GADA-r1qvx0oa,KABUPATEN SUMEDANG,JAWA BARAT,-6.84477400,108.02874200,False,0.9,3,5
GADA-h9khul,KABUPATEN KARAWANG,JAWA BARAT,-6.30584000,107.30320100,False,0.9,3,5
GADA-we5djv,KOTA JAKARTA TIMUR,DKI JAKARTA,-6.27311000,106.85572400,False,0.9,3,5
GADA-p60vi5,KOTA PONTIANAK,KALIMANTAN BARAT,-0.05419300,109.34448000,False,0.9,3,5
GADA-r1enmeq5,KABUPATEN KARANGANYAR,JAWA TENGAH,-7.52759000,110.95907000,False,0.9,3,5
GADA-01zr6q3v,KOTA BANDUNG,JAWA BARAT,-6.90329000,107.65791000,False,0.9,3,5
GADA-pzxe49,KABUPATEN LAMPUNG UTARA,LAMPUNG,-4.83701600,104.89711000,False,0.9,3,5
GADA-n6jz55x1,KOTA JAKARTA UTARA,DKI JAKARTA,-6.11684900,106.87853700,False,0.9,3,5
GADA-lwlfadx1,KOTA MATARAM,NUSA TENGGARA BARAT,-8.59691800,116.15772100,False,0.9,3,5
GADA-mzmq21,KOTA BANDAR LAMPUNG,LAMPUNG,-5.41193600,105.25225900,False,0.9,3,5
GADA-sHInx1,KABUPATEN BOYOLALI,JAWA TENGAH,-7.53463200,110.68712700,False,0.9,3,5
GADA-n11mq5,KABUPATEN SUKOHARJO,JAWA TENGAH,-7.59555900,110.79942100,False,0.9,3,5
GADA-tfvyry,KOTA JAKARTA UTARA,DKI JAKARTA,-6.13000000,106.86968700,False,0.9,3,5
GADA-26vd2vey,KABUPATEN KLATEN,JAWA TENGAH,-7.69506000,110.70090000,False,0.9,3,5
GADA-ljrbqree,KABUPATEN DELI SERDANG,SUMATERA UTARA,3.56696000,98.56906000,False,0.9,3,5
GADA-u8k3jz,KABUPATEN GIANYAR,BALI,-8.53003600,115.35607900,False,0.9,3,5
GADA-1y3ep6dz,KABUPATEN BEKASI,JAWA BARAT,-6.43843000,107.07519000,False,0.9,3,5
GADA-l48h91,KABUPATEN MEMPAWAH,KALIMANTAN BARAT,0.36424200,108.96335400,False,0.9,3,5
GADA-xmc6y9,KOTA BANDUNG,JAWA BARAT,-6.93968100,107.60705400,False,0.9,3,5
GADA-tfo21i,KOTA JAMBI,JAMBI,-1.61168900,103.59546700,False,0.9,3,5
GADA-e3rmij,KOTA BEKASI,JAWA BARAT,-6.26250200,106.98095900,False,0.9,3,5
GADA-6z5oz1zr,KABUPATEN GARUT,JAWA BARAT,-7.21189000,107.83733000,False,0.9,3,5
GADA-2pszn9,KOTA TANGERANG SELATAN,BANTEN,-6.35604500,106.69571500,False,0.9,3,5
GADA-n0uipu,KOTA KENDARI,SULAWESI TENGGARA,-3.99153100,122.49579000,False,0.9,3,5
GADA-wd3ut3,KABUPATEN MAGETAN,JAWA TIMUR,-7.68821300,111.29454200,False,0.9,3,5
GADA-ucdvre,KOTA BANDAR LAMPUNG,LAMPUNG,-5.40708600,105.26713100,False,0.9,3,5
GADA-yvzyli,KOTA BEKASI,JAWA BARAT,-6.21107400,107.01819600,False,0.9,3,5
GADA-4v8j7x,KABUPATEN DELI SERDANG,SUMATERA UTARA,3.58147600,98.72039600,False,0.9,3,5
GADA-d0vnz4rk,KOTA BANDUNG,JAWA BARAT,-6.92462900,107.71891800,False,0.9,3,5
GADA-uxbsei,KOTA BANDAR LAMPUNG,LAMPUNG,-5.41172800,105.24764600,False,0.9,3,5
GADA-8yldmp,KOTA PONTIANAK,KALIMANTAN BARAT,-0.01743500,109.31057500,False,0.9,3,5
GADA-hiamz0x1,KOTA MATARAM,NUSA TENGGARA BARAT,-8.58702800,116.10053300,False,0.9,3,5
GADA-lc258i,KOTA MEDAN,SUMATERA UTARA,3.70343200,98.66280900,False,0.9,3,5
GADA-5vbimv,KABUPATEN MUARO JAMBI,JAMBI,-1.62104700,103.53142500,False,0.9,3,5
GADA-yyndfh,KOTA BEKASI,JAWA BARAT,-6.22228900,107.01652900,False,0.9,3,5
GADA-lyz63n,KABUPATEN DELI SERDANG,SUMATERA UTARA,3.57143300,98.58225300,False,0.9,3,5
