buyer_code,city,province_region,regional_seller,lat,lng,is_using_gada,percentile,gmv_percentile,gmv_per_buyer
GADA-djd2lw,KABUPATEN LAMONGAN,JAWA TIMUR,East,-7.103302,112.202635,False,0.9,5128000,8105300
GADA-l1fw21x1,KABUPATEN BANDUNG,JAWA BARAT,West,-7.020597,107.595822,False,0.9,6210000,11537400
GADA-lh5tg8,KABUPATEN ACEH UTARA,SUMATERA,West,5.17983,97.145633,False,0.9,4146500,5028346
GADA-l6ficg,KOTA LHOKSEUMAWE,SUMATERA,West,5.201968,97.12459,False,0.9,4146500,4430000
GADA-qlrr93az,KOTA BANDA ACEH,SUMATERA,West,5.55373,95.33317,False,0.9,4146500,4637005
GADA-e4dmti,KOTA BANJARMASIN,KALIMANTAN,East,-3.333149,114.600175,False,0.9,3393000,4422320
GADA-ez4wor,KABUPATEN LUMAJANG,JAWA TIMUR,East,-8.141699,113.205083,False,0.9,5128000,5927000
GADA-h3gyxk,KOTA BANDA ACEH,SUMATERA,West,5.559507,95.308233,False,0.9,4146500,7366670
GADA-zlferm,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.856424,106.895108,False,0.9,6210000,9915000
GADA-wb0zcn,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.878935,106.973822,False,0.9,6210000,9915000
GADA-bzi269,KABUPATEN TANGGAMUS,JAWA TIMUR,East,-7.17736,112.00068,False,0.9,5128000,7719000
GADA-u2aar6,KABUPATEN SIDOARJO,JAWA TIMUR,East,-7.432698,112.722137,False,0.9,5128000,6252000
GADA-xlzqy335,KABUPATEN DELI SERDANG,SUMATERA,West,3.48042,98.88954,False,0.9,4146500,5678000
GADA-xeyqxxjr,KABUPATEN SIDENRENG RAPPANG,SULAWESI PAPUA,East,-3.92877,119.79715,False,0.9,4058553,4725668
GADA-ddhrl6,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.131919,111.887176,False,0.9,5128000,6934900
GADA-axd7dlvm,KOTA BALIKPAPAN,KALIMANTAN,East,-1.21505,116.9735,False,0.9,3393000,4224700
GADA-lpj7lc,KOTA SURABAYA,JAWA TIMUR,East,-7.232193,112.711108,False,0.9,5128000,5240000
GADA-u6if6j,KOTA BANDUNG,JAWA BARAT,West,-6.949416,107.604291,False,0.9,6210000,9030000
GADA-lnin0s,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.328109,106.710233,False,0.9,7895000,11162500
GADA-ozbmxn,KOTA BALIKPAPAN,KALIMANTAN,East,-1.236585,116.911146,False,0.9,3393000,5785500
GADA-k9pw9l,KABUPATEN SERANG,JABODETABEK 1,West,-6.156381,106.286511,False,0.9,7895000,14862500
GADA-r1eqoyxn,KABUPATEN PANDEGLANG,JABODETABEK 1,West,-6.30486,106.10808,False,0.9,7895000,11050000
GADA-ljvpd20y,KABUPATEN SUKOHARJO,JAWA TENGAH,East,-7.67541,110.79476,False,0.9,2071000,2535000
GADA-w7yoop,KOTA JAMBI,SUMATERA,West,-1.598292,103.613173,False,0.9,4146500,4842000
GADA-klrvbkkl,KABUPATEN BANDUNG,JAWA BARAT,West,-7.02636,107.52003,False,0.9,6210000,14827500
GADA-l8erue,KOTA MEDAN,SUMATERA,West,3.582064,98.705705,False,0.9,4146500,14007513
GADA-f5lxbb,KABUPATEN DELI SERDANG,SUMATERA,West,3.491511,98.682734,False,0.9,4146500,6096918
GADA-ov672z,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.902475,106.881994,False,0.9,6210000,9915000
GADA-9enyd4o5,KABUPATEN BANTUL,JAWA TENGAH,East,-7.80653,110.34174,False,0.9,2071000,4250000
GADA-ljvlxz9q,KABUPATEN MAGETAN,JAWA TIMUR,East,-7.65027,111.31471,False,0.9,5128000,10505360
GADA-58jau9x1,KABUPATEN LOMBOK TIMUR,BALI NUSRA,East,-8.685457,116.496651,False,0.9,3539000,9858250
GADA-zxr3n2d4,KABUPATEN MAGETAN,JAWA TIMUR,East,-7.66634,111.36008,False,0.9,5128000,8433360
GADA-s0HH,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.311112,106.720009,False,0.9,7895000,11000000
GADA-ezopi9,KABUPATEN LUMAJANG,JAWA TIMUR,East,-8.087441,113.19462,False,0.9,5128000,5260000
GADA-xc1ig7,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.254911,106.558949,False,0.9,7895000,12482000
GADA-z535d7ba,KABUPATEN BANDUNG,JAWA BARAT,West,-7.04869,107.58663,False,0.9,6210000,13885000
GADA-umcwmv,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.90595,106.892819,False,0.9,6210000,9915000
GADA-ynidqkx0,KABUPATEN JOMBANG,JAWA TIMUR,East,-7.536556,112.342814,False,0.9,5128000,6207125
GADA-zVhx,KOTA TANGERANG,JABODETABEK 1,West,-6.201972,106.600515,False,0.9,7895000,11850000
GADA-okbdw4nn,KABUPATEN SERANG,JABODETABEK 1,West,-6.15629,106.28745,False,0.9,7895000,18237000
GADA-3qdrpj,KABUPATEN LAMONGAN,JAWA TIMUR,East,-7.103307,112.202635,False,0.9,5128000,6271500
GADA-okrnoy1e,KOTA PADANG,SUMATERA,West,-0.96888,100.39133,False,0.9,4146500,5216000
GADA-26vom3e7,KABUPATEN SOLOK,SUMATERA,West,-0.85592,100.64139,False,0.9,4146500,5360000
GADA-n1vz3i,KOTA BANDAR LAMPUNG,SUMATERA,West,-5.410974,105.247517,False,0.9,4146500,6432000
GADA-axdydnl6,KOTA BANDA ACEH,SUMATERA,West,5.5266,95.32309,False,0.9,4146500,14731770
GADA-qbw50kml,KABUPATEN GOWA,SULAWESI PAPUA,East,-5.21396,119.45902,False,0.9,4058553,5699145
GADA-xprlop,KABUPATEN ACEH BESAR,SUMATERA,West,5.569083,95.383084,False,0.9,4146500,4312700
GADA-j7r2qy5n,KABUPATEN MUSI RAWAS,SUMATERA,West,-3.26636,103.05318,False,0.9,4146500,5037000
GADA-75f5kg,KABUPATEN LAMONGAN,JAWA TIMUR,East,-7.099102,112.246422,False,0.9,5128000,5525000
GADA-2e0d3t,KOTA SUKABUMI,JAWA BARAT,West,-6.91916,106.903481,False,0.9,6210000,23685622
GADA-5eugl2,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.143325,106.454822,False,0.9,7895000,9019000
GADA-uupdhj,KOTA LHOKSEUMAWE,SUMATERA,West,5.200541,97.135843,False,0.9,4146500,9967500
GADA-9er1jzqy,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.945,107.00068,False,0.9,6210000,9917409
GADA-len9xc,KABUPATEN LOMBOK TIMUR,BALI NUSRA,East,-8.63672,116.495202,False,0.9,3539000,3556750
GADA-m2opkox1,KABUPATEN BANDUNG,JAWA BARAT,West,-7.005027,107.616542,False,0.9,6210000,17600000
GADA-lycrmk,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.337156,106.715303,False,0.9,7895000,14037000
GADA-n6nihq,KABUPATEN INDRAGIRI HULU,SUMATERA,West,-0.445415,102.175244,False,0.9,4146500,6224400
GADA-1yj6rlna,KABUPATEN SUMENEP,JAWA TIMUR,East,-7.01835,113.85901,False,0.9,5128000,7491500
GADA-xaueqx,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.09922,106.511981,False,0.9,7895000,8055500
GADA-8cyewj,KABUPATEN SUMBA TIMUR,BALI NUSRA,East,-9.765163,120.58777,False,0.9,3539000,4094000
GADA-ba5pjn5j,KABUPATEN MADIUN,JAWA TIMUR,East,-7.64476,111.51132,False,0.9,5128000,9920000
GADA-9xcsmp,KABUPATEN BIREUEN,SUMATERA,West,5.215892,96.832985,False,0.9,4146500,4562000
GADA-x36fd4,KABUPATEN SIDOARJO,JAWA TIMUR,East,-7.540489,112.673878,False,0.9,5128000,8592500
GADA-vgqtt6,KOTA MEDAN,SUMATERA,West,3.576751,98.613468,False,0.9,4146500,4725000
GADA-xpiqkx,KABUPATEN BIMA,BALI NUSRA,East,-8.592948,118.716965,False,0.9,3539000,4079100
GADA-lqkw,KOTA SUKABUMI,JAWA BARAT,West,-6.916938,106.931426,False,0.9,6210000,9915000
GADA-7ymzlm7n,KABUPATEN BANDUNG,JAWA BARAT,West,-7.04869,107.58663,False,0.9,6210000,10150000
GADA-zxrdy0ml,KOTA PALEMBANG,SUMATERA,West,-2.97116,104.78377,False,0.9,4146500,5520000
GADA-l2t2bj,KABUPATEN BANDUNG,JAWA BARAT,West,-6.966056,107.57327,False,0.9,6210000,8930000
GADA-acry5i,KOTA MEDAN,SUMATERA,West,3.61158,98.640299,False,0.9,4146500,4651700
GADA-ldnc6x,KOTA KENDARI,SULAWESI PAPUA,East,-3.978813,122.487549,False,0.9,4058553,6796800
GADA-9upmmx,KABUPATEN GOWA,SULAWESI PAPUA,East,-5.194866,119.46852,False,0.9,4058553,12250000
GADA-841w68,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.143675,111.873254,False,0.9,5128000,11961500
GADA-uhnm26,KABUPATEN BANYUMAS,JAWA TENGAH,East,-7.381626,109.281491,False,0.9,2071000,2405000
GADA-axdngyye,KABUPATEN SOLOK,SUMATERA,West,-0.96744,100.59722,False,0.9,4146500,4767500
GADA-5fbgwex1,KABUPATEN JOMBANG,JAWA TIMUR,East,-7.618712,112.256612,False,0.9,5128000,6573500
GADA-woh1zb,KABUPATEN MUARO JAMBI,SUMATERA,West,-1.641331,103.529179,False,0.9,4146500,4810500
GADA-h2t0lr,KABUPATEN LOMBOK TENGAH,BALI NUSRA,East,-8.686738,116.298374,False,0.9,3539000,4066700
GADA-l8eo8q,KABUPATEN GOWA,SULAWESI PAPUA,East,-5.197048,119.437261,False,0.9,4058553,7532971
GADA-30ufdox0,KABUPATEN BANDUNG,JAWA BARAT,West,-7.045357,107.588509,False,0.9,6210000,17520000
GADA-55s58e,KOTA BATAM,SUMATERA,West,1.04705,103.980022,False,0.9,4146500,5033000
GADA-u80ora,KABUPATEN POLEWALI MANDAR,SULAWESI PAPUA,East,-3.403269,119.306702,False,0.9,4058553,9417500
GADA-lhxkvd,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.910307,106.977547,False,0.9,6210000,27123575
GADA-lha2n9,KOTA LHOKSEUMAWE,SUMATERA,West,5.181358,97.148468,False,0.9,4146500,5266318
GADA-srdexm,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.17703,112.000502,False,0.9,5128000,5250000
GADA-s826zt,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.879093,106.973184,False,0.9,6210000,9915000
GADA-lnj8v0,KABUPATEN HULU SUNGAI TENGAH,KALIMANTAN,East,-2.662353,115.299964,False,0.9,3393000,9185735
GADA-9erpeqxy,KABUPATEN GOWA,SULAWESI PAPUA,East,-5.19806,119.43985,False,0.9,4058553,5610000
GADA-dt09i2,KABUPATEN PURWOREJO,JAWA TENGAH,East,-7.720444,109.937232,False,0.9,2071000,2108500
GADA-5s9if0x1,KOTA SURABAYA,JAWA TIMUR,East,-7.268047,112.752779,False,0.9,5128000,7200000
GADA-uh66fe,KOTA SERANG,JABODETABEK 1,West,-6.095891,106.177457,False,0.9,7895000,20270500
GADA-xip3rt,KABUPATEN BREBES,JAWA TENGAH,East,-6.89509,109.04315,False,0.9,2071000,2100000
GADA-loo5q2,KOTA JAKARTA PUSAT,JABODETABEK 2,West,-6.168294,106.864197,False,0.9,7966500,9160500
GADA-lhkeqkx1,KABUPATEN PURBALINGGA,JAWA TENGAH,East,-7.319754,109.368581,False,0.9,2071000,4509650
GADA-mvnmyf,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.910027,106.890118,False,0.9,6210000,9915000
GADA-qlnkawex,KABUPATEN PADANG LAWAS UTARA,SUMATERA,West,1.50349,99.62524,False,0.9,4146500,5096000
GADA-n6m4oi,KOTA SUKABUMI,JAWA BARAT,West,-6.91222,106.948231,False,0.9,6210000,9915000
GADA-485223,KABUPATEN BANDUNG,JAWA BARAT,West,-7.001134,107.577924,False,0.9,6210000,57781800
GADA-r1evwjax,KABUPATEN DELI SERDANG,SUMATERA,West,3.62161,98.7117,False,0.9,4146500,7748634
GADA-ga1gwqyx,KABUPATEN SLEMAN,JAWA TENGAH,East,-7.75484,110.37969,False,0.9,2071000,3221000
GADA-lowpt1,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.309003,106.766763,False,0.9,7895000,11750000
GADA-l6ahkc,KOTA PAREPARE,SULAWESI PAPUA,East,-4.007728,119.634033,False,0.9,4058553,8220600
GADA-hiufy3,KOTA KUPANG,BALI NUSRA,East,-10.180898,123.553093,False,0.9,3539000,4001200
GADA-umx8sr,KOTA TANJUNG PINANG,SUMATERA,West,0.949555,104.522299,False,0.9,4146500,5736600
GADA-z51zzqn7,KABUPATEN SUKOHARJO,JAWA TENGAH,East,-7.65762,110.79719,False,0.9,2071000,2227500
GADA-j6gd4jla,KABUPATEN SUMEDANG,JAWA BARAT,West,-6.7819,107.85413,False,0.9,6210000,12974200
GADA-z51r2vn0,KOTA PADANG,SUMATERA,West,-0.96793,100.38683,False,0.9,4146500,4895500
GADA-pj481x,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.346908,106.691382,False,0.9,7895000,11162500
GADA-xeywo1rr,KOTA MEDAN,SUMATERA,West,3.70417,98.66291,False,0.9,4146500,8905000
GADA-u8z8qy,KABUPATEN SIDOARJO,JAWA TIMUR,East,-7.420094,112.731293,False,0.9,5128000,8381000
GADA-xos37tx1,KOTA JAKARTA PUSAT,JABODETABEK 2,West,-6.18126,106.839101,False,0.9,7966500,12536975
GADA-xonct2,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.236872,106.642068,False,0.9,7895000,10420000
GADA-lzwe2g,KABUPATEN PURBALINGGA,JAWA TENGAH,East,-7.309615,109.399141,False,0.9,2071000,2158020
GADA-xsahkk,KABUPATEN JOMBANG,JAWA TIMUR,East,-7.470916,112.296522,False,0.9,5128000,16763550
GADA-u7xbpg,KABUPATEN BANDUNG,JAWA BARAT,West,-7.003121,107.614685,False,0.9,6210000,7500000
GADA-ethytl,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.34808,106.727782,False,0.9,7895000,23500000
GADA-egu1e7x1,KABUPATEN BANYUMAS,JAWA TENGAH,East,-7.403989,109.291508,False,0.9,2071000,3028850
GADA-cn7qzv,KABUPATEN LAMPUNG UTARA,SUMATERA,West,-4.880952,104.880489,False,0.9,4146500,14670000
GADA-ezs0u2,KABUPATEN BANYUMAS,JAWA TENGAH,East,-7.415569,109.250392,False,0.9,2071000,2519000
GADA-qlrnbzbz,KABUPATEN SOLOK,SUMATERA,West,-0.8621,100.64764,False,0.9,4146500,4897000
GADA-5zon06,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.864331,106.898489,False,0.9,6210000,9915000
GADA-xs04yp,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.088258,106.522756,False,0.9,7895000,10650000
GADA-u9kx8n,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.179782,106.463255,False,0.9,7895000,8762750
GADA-e7g3g3,KOTA MEDAN,SUMATERA,West,3.61476,98.692138,False,0.9,4146500,4725000
GADA-xk0px0,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.316056,106.735391,False,0.9,7895000,16500000
GADA-u8qk8w,KABUPATEN BANYUMAS,JAWA TENGAH,East,-7.378565,109.249308,False,0.9,2071000,4886000
GADA-uut1dox0,KABUPATEN BANDUNG,JAWA BARAT,West,-6.992016,107.62116,False,0.9,6210000,10530000
GADA-xknrpj,KABUPATEN BIREUEN,SUMATERA,West,5.210292,96.723398,False,0.9,4146500,4930000
GADA-nknxm8,KABUPATEN SUMBA TIMUR,BALI NUSRA,East,-9.722758,120.498185,False,0.9,3539000,4014360
GADA-xmhewvx1,KOTA BANJARMASIN,KALIMANTAN,East,-3.319061,114.621396,False,0.9,3393000,4066000
GADA-5z7fgl,KABUPATEN LOMBOK TENGAH,BALI NUSRA,East,-8.639627,116.341484,False,0.9,3539000,6483500
GADA-d0vdljyb,KABUPATEN JEPARA,JAWA TENGAH,East,-6.55563,110.69201,False,0.9,2071000,2924000
GADA-hwt7fh,KABUPATEN SUKOHARJO,JAWA TENGAH,East,-7.68686,110.79384,False,0.9,2071000,2308500
GADA-2v8spe,KABUPATEN LAMONGAN,JAWA TIMUR,East,-7.103307,112.202635,False,0.9,5128000,5132800
GADA-3xvvklvg,KABUPATEN MUSI RAWAS,SUMATERA,West,-3.18913,102.94702,False,0.9,4146500,5282000
GADA-8fb3jpx0,KABUPATEN BANDUNG,JAWA BARAT,West,-7.023572,107.542451,False,0.9,6210000,6739000
GADA-umzblm,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.90595,106.892819,False,0.9,6210000,9915000
GADA-dtag6o,KABUPATEN SUMBA TIMUR,BALI NUSRA,East,-9.758584,120.584182,False,0.9,3539000,6101800
GADA-h2501u,KABUPATEN LOMBOK TENGAH,BALI NUSRA,East,-8.643073,116.345607,False,0.9,3539000,5023450
GADA-lngsh3,KABUPATEN LOMBOK BARAT,BALI NUSRA,East,-8.550974,116.084782,False,0.9,3539000,6515000
GADA-u2ku81,KABUPATEN SUMENEP,JAWA TIMUR,East,-7.000678,113.875127,False,0.9,5128000,6600000
GADA-d0vlwgmm,KABUPATEN BANDUNG,JAWA BARAT,West,-6.99309,107.57516,False,0.9,6210000,10923000
GADA-xp4460,KABUPATEN SUMBA TIMUR,BALI NUSRA,East,-9.698402,120.531537,False,0.9,3539000,4429062
GADA-tuf6yb,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.167188,111.882272,False,0.9,5128000,20643300
GADA-ez2s46,KABUPATEN LUMAJANG,JAWA TIMUR,East,-8.132629,113.226329,False,0.9,5128000,6735000
GADA-tf72iv,KABUPATEN LOMBOK TIMUR,BALI NUSRA,East,-8.625321,116.460124,False,0.9,3539000,10278250
GADA-5f4453,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.986508,106.959557,False,0.9,6210000,29745000
GADA-xpwc29,KOTA BANJARMASIN,KALIMANTAN,East,-3.336685,114.594997,False,0.9,3393000,5368300
GADA-lxe4wv,KABUPATEN LOMBOK TIMUR,BALI NUSRA,East,-8.630794,116.509163,False,0.9,3539000,10902250
GADA-xanobu,KABUPATEN BANTUL,JAWA TENGAH,East,-7.835036,110.426699,False,0.9,2071000,2168000
GADA-u5eh6m,KABUPATEN BANDUNG,JAWA BARAT,West,-6.988923,107.60392,False,0.9,6210000,8008800
GADA-xuryks,KOTA BANJARMASIN,KALIMANTAN,East,-3.314361,114.617585,False,0.9,3393000,3694000
GADA-57wzjf,KOTA JAKARTA PUSAT,JABODETABEK 2,West,-6.165439,106.864175,False,0.9,7966500,9028500
GADA-x4hnz9,KABUPATEN LUMAJANG,JAWA TIMUR,East,-8.130445,113.223957,False,0.9,5128000,6625000
GADA-hjuw5mx1,KOTA MATARAM,BALI NUSRA,East,-8.580801,116.121385,False,0.9,3539000,6560000
GADA-vqvx2br4,KOTA LHOKSEUMAWE,SUMATERA,West,5.18335,97.13563,False,0.9,4146500,9920100
GADA-l7azfs,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.863638,106.935432,False,0.9,6210000,9915000
GADA-tmtmra,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.148522,111.900716,False,0.9,5128000,15606800
GADA-yqj3qo4z,KOTA PADANG,SUMATERA,West,-0.96792,100.38916,False,0.9,4146500,5160000
GADA-x28zvt,KABUPATEN PURBALINGGA,JAWA TENGAH,East,-7.322967,109.365437,False,0.9,2071000,2440586
GADA-9zsi4s,KABUPATEN BANDUNG,JAWA BARAT,West,-7.048613,107.583638,False,0.9,6210000,10560000
GADA-6zeze1qa,KABUPATEN PADANG LAWAS UTARA,SUMATERA,West,1.52232,99.58071,False,0.9,4146500,4360000
GADA-21sv6v,KABUPATEN PURBALINGGA,JAWA TENGAH,East,-7.307223,109.368326,False,0.9,2071000,3539770
GADA-x0kxbw,KABUPATEN BANYUMAS,JAWA TENGAH,East,-7.40753,109.248957,False,0.9,2071000,3444340
GADA-e3gylwxj,KOTA LHOKSEUMAWE,SUMATERA,West,5.18071,97.13729,False,0.9,4146500,9228000
GADA-xuvdpy,KABUPATEN BANYUMAS,JAWA TENGAH,East,-7.455615,109.23855,False,0.9,2071000,3371250
GADA-x4nv74,KABUPATEN DELI SERDANG,SUMATERA,West,3.576009,98.564978,False,0.9,4146500,8756000
GADA-u59gif,KABUPATEN BANDUNG,JAWA BARAT,West,-7.018883,107.583991,False,0.9,6210000,18139000
GADA-nrxxio,KABUPATEN KUTAI KARTANEGARA,KALIMANTAN,East,-0.580827,117.176382,False,0.9,3393000,4094000
GADA-wnki0c,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.198133,111.934456,False,0.9,5128000,7637000
GADA-j6q20ery,KABUPATEN MAGETAN,JAWA TIMUR,East,-7.65027,111.31471,False,0.9,5128000,7071705
GADA-xcoc89,KABUPATEN LOMBOK BARAT,BALI NUSRA,East,-8.531867,116.16253,False,0.9,3539000,4292500
GADA-pl5q5k,KABUPATEN PAMEKASAN,JAWA TIMUR,East,-7.130265,113.539052,False,0.9,5128000,5705000
GADA-4j0ht5,KOTA TANGERANG SELATAN,JABODETABEK 1,West,-6.327244,106.710887,False,0.9,7895000,10457500
GADA-qbwr55n9,KOTA MATARAM,BALI NUSRA,East,-8.61467,116.08713,False,0.9,3539000,4053000
GADA-z9jmxy,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.892189,107.001985,False,0.9,6210000,9915000
GADA-ljv9mn0o,KABUPATEN LOMBOK BARAT,BALI NUSRA,East,-8.61983,116.1087,False,0.9,3539000,7019790
GADA-gvrlmja5,KABUPATEN SUKOHARJO,JAWA TENGAH,East,-7.58337,110.73668,False,0.9,2071000,9522600
GADA-z51mlmrb,KABUPATEN KLATEN,JAWA TENGAH,East,-7.62995,110.69459,False,0.9,2071000,3560000
GADA-pcfijp,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.304377,106.425864,False,0.9,7895000,19337500
GADA-5puzua,KABUPATEN PANDEGLANG,JABODETABEK 1,West,-6.334942,106.041199,False,0.9,7895000,10692500
GADA-ez2wcc,KABUPATEN LUMAJANG,JAWA TIMUR,East,-8.126673,113.224916,False,0.9,5128000,5953000
GADA-xk5hm9,KABUPATEN LOMBOK TIMUR,BALI NUSRA,East,-8.68828,116.49532,False,0.9,3539000,7054650
GADA-lnc55px1,KABUPATEN LOMBOK BARAT,BALI NUSRA,East,-8.554604,116.078144,False,0.9,3539000,4781000
GADA-sjq8kn,KABUPATEN CIANJUR,JAWA BARAT,West,-6.868685,107.09399,False,0.9,6210000,6888103
GADA-xlzzydov,KABUPATEN BLITAR,JAWA TIMUR,East,-8.01497,112.03453,False,0.9,5128000,5644000
GADA-xx2duh,KABUPATEN BOJONEGORO,JAWA TIMUR,East,-7.171343,111.759633,False,0.9,5128000,5199500
GADA-54hw9vx1,KABUPATEN PURBALINGGA,JAWA TENGAH,East,-7.324459,109.356902,False,0.9,2071000,2272500
GADA-dvzrzeja,KOTA DEPOK,JABODETABEK 2,West,-6.42601,106.87032,False,0.9,7966500,8135500
GADA-qbevekar,KABUPATEN MAGELANG,JAWA TENGAH,East,-7.4416,110.2655,False,0.9,2071000,3060000
GADA-4ch4ee,KABUPATEN LAMONGAN,JAWA TIMUR,East,-7.103313,112.202635,False,0.9,5128000,7409000
GADA-qlnaale3,KABUPATEN BANGKALAN,JAWA TIMUR,East,-6.89755,112.96534,False,0.9,5128000,8660000
GADA-5een6v,KABUPATEN LAMPUNG UTARA,SUMATERA,West,-4.823875,104.889248,False,0.9,4146500,7216000
GADA-aelfeq,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.225715,106.471177,False,0.9,7895000,9980000
GADA-3xvdzrxl,KABUPATEN SIDOARJO,JAWA TIMUR,East,-7.4785,112.74488,False,0.9,5128000,6912500
GADA-n69msh,KOTA SUKABUMI,JAWA BARAT,West,-6.908881,106.93003,False,0.9,6210000,9182000
GADA-u4jz93,KABUPATEN BANDUNG,JAWA BARAT,West,-7.013688,107.620008,False,0.9,6210000,6355000
GADA-lwt5x5,KABUPATEN DELI SERDANG,SUMATERA,West,3.599401,98.60878,False,0.9,4146500,8200000
GADA-x3lxoj,KABUPATEN PROBOLINGGO,JAWA TIMUR,East,-7.824621,113.216562,False,0.9,5128000,17140000
GADA-xpiv4q,KABUPATEN BIMA,BALI NUSRA,East,-8.587351,118.69584,False,0.9,3539000,4618300
GADA-5r8e6g,KOTA BANDA ACEH,SUMATERA,West,5.519117,95.284739,False,0.9,4146500,8704714
GADA-01x5zdz5,KABUPATEN BANDUNG,JAWA BARAT,West,-7.04869,107.58663,False,0.9,6210000,10150000
GADA-z53xk0kj,KABUPATEN LOMBOK BARAT,BALI NUSRA,East,-8.55939,116.14929,False,0.9,3539000,3578900
GADA-5r6q7a,KABUPATEN BOGOR,JABODETABEK 2,West,-6.4542,106.839686,False,0.9,7966500,9989000
GADA-pcfc39,KABUPATEN TANGERANG,JABODETABEK 1,West,-6.331308,106.414979,False,0.9,7895000,9619500
GADA-xc0gxq,KABUPATEN LOMBOK TIMUR,BALI NUSRA,East,-8.594708,116.525851,False,0.9,3539000,7317300
GADA-umct7k,KABUPATEN SUKABUMI,JAWA BARAT,West,-6.90595,106.892819,False,0.9,6210000,9915000
GADA-lndw81,KOTA JAKARTA PUSAT,JABODETABEK 2,West,-6.164808,106.869182,False,0.9,7966500,8806000
GADA-umx5am,KOTA BATAM,SUMATERA,West,1.04876,103.98507,False,0.9,4146500,4264000
GADA-h8u98k,KOTA JAKARTA TIMUR,JABODETABEK 2,West,-6.324914,106.850244,False,0.9,7966500,13992000
GADA-xxr4ck,KOTA MEDAN,SUMATERA,West,3.575382,98.706094,False,0.9,4146500,4268000
