buyer_code,city,province,buyer_lat,buyer_long,is_using_gada,percentile,gmv_percentile,gmv_per_buyer
GADA-i153b9,KABUPATEN KEDIRI,JAWA TIMUR,-7.81299500,112.04860900,False,0.9,10663000,13200000
GADA-i1juy3,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.36226400,114.64154400,False,0.9,668250000,1071431852
GADA-i2dh3f,KABUPATEN LAMPUNG TIMUR,LAMPUNG,-5.07418700,105.36066000,False,0.9,14945248,303120000
GADA-i3p5tk,KABUPATEN BANYUMAS,JAWA TENGAH,-7.42125100,109.24212300,False,0.9,1180690,302925000
GADA-i3t09c,KOTA CILEGON,BANTEN,-6.03086000,106.07211100,False,0.9,10981000,11650000
GADA-i4lx5i,KOTA BANDAR LAMPUNG,LAMPUNG,-5.39795800,105.29932900,False,0.9,14945248,4914270000
GADA-i5701w,KABUPATEN SERANG,BANTEN,-6.13043700,106.22261400,False,0.9,10981000,56344000
GADA-i5x65r,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.47930500,114.79098200,False,0.9,668250000,1084318370
GADA-i6d4xb,KABUPATEN PURWOREJO,JAWA TENGAH,-7.75088900,109.86930400,False,0.9,1180690,290620000
GADA-i6jjlw,KABUPATEN PROBOLINGGO,JAWA TIMUR,-7.76010400,113.42210200,False,0.9,10663000,11661000
GADA-i7e1mc,KOTA SERANG,BANTEN,-6.10815800,106.15585500,False,0.9,10981000,140900000
GADA-i7nau2,KABUPATEN SOLOK,SUMATERA BARAT,-0.94427100,100.63290500,False,0.9,40210000,95240000
GADA-i7vpdb,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.38040700,114.65066600,False,0.9,668250000,1053865750
GADA-i7xsgj,KABUPATEN KEBUMEN,JAWA TENGAH,-7.69681300,109.67600200,False,0.9,1180690,302250000
GADA-i7z868,KOTA MALANG,JAWA TIMUR,-7.92342500,112.63524700,False,0.9,10663000,11500000
GADA-i87227,KOTA PAREPARE,SULAWESI SELATAN,-4.02144600,119.62740000,False,0.9,10100000,203374000
GADA-i90jje,KOTA PEKANBARU,RIAU,0.47262300,101.48088500,False,0.9,121765000,178455000
GADA-i910md,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.43999700,114.69474400,False,0.9,668250000,1504577060
GADA-i939yw,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.36208300,114.65979200,False,0.9,668250000,721536000
GADA-ia0bjz,KABUPATEN SOLOK,SUMATERA BARAT,-1.00206400,100.63390900,False,0.9,40210000,93700000
GADA-ia1em6,KOTA JAKARTA BARAT,DKI JAKARTA,-6.10600300,106.70854900,False,0.9,99528000,138532000
GADA-iai5gl,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.43396300,114.75090600,False,0.9,668250000,1035206350
GADA-iatk40,KABUPATEN SERANG,BANTEN,-6.30068500,106.26882600,False,0.9,10981000,12340000
GADA-ib2p0v,KOTA PALU,SULAWESI TENGAH,-0.88595000,119.86442000,False,0.9,3227330,1084985000
GADA-ib5ri1,KOTA PALU,SULAWESI TENGAH,-0.89674000,119.87765200,False,0.9,3227330,8532773250
GADA-ib5ri1x1,KOTA PALU,SULAWESI TENGAH,-0.89671900,119.87738700,False,0.9,3227330,607817000
GADA-ibgz4i,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.44912600,114.70193000,False,0.9,668250000,1058359250
GADA-ibkxfq,KABUPATEN MAGELANG,JAWA TENGAH,-7.59976000,110.20892400,False,0.9,1180690,200675000
GADA-ibsm3z,KOTA MEDAN,SUMATERA UTARA,3.72753500,98.67406600,False,0.9,86472000,1705149800
GADA-icazvv,KOTA JAKARTA BARAT,DKI JAKARTA,-6.10560400,106.70865600,False,0.9,99528000,138475000
GADA-icmaep,KABUPATEN SERANG,BANTEN,-6.29640300,106.26431800,False,0.9,10981000,11980000
GADA-ictvzi,KABUPATEN MAGETAN,JAWA TIMUR,-7.67039700,111.39267000,False,0.9,10663000,12625000
GADA-id3rh3,KABUPATEN OGAN KOMERING ULU,SUMATERA SELATAN,-4.12755200,104.16777900,False,0.9,21080000,1714979000
GADA-id8d2c,KOTA BANDAR LAMPUNG,LAMPUNG,-5.39460700,105.23073000,False,0.9,14945248,664654000
GADA-ida7ka,KABUPATEN TULUNGAGUNG,JAWA TIMUR,-8.09564600,111.99239200,False,0.9,10663000,20292000
GADA-ie87rq,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.39261700,114.65804500,False,0.9,668250000,1039656500
GADA-iefts6,KOTA LUBUKLINGGAU,SUMATERA SELATAN,-3.29448400,102.87805100,False,0.9,21080000,246510000
GADA-iepbfu,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.39736700,114.66089900,False,0.9,668250000,761720342
GADA-ieqd2h,KABUPATEN SINJAI,SULAWESI SELATAN,-5.19968100,120.28810500,False,0.9,10100000,822282000
GADA-iet6t7,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.44731700,114.72616500,False,0.9,668250000,1027793400
GADA-ifb6os,KOTA PONTIANAK,KALIMANTAN BARAT,-0.02918900,109.32391700,False,0.9,128791803,177633750
GADA-ifi2ft,KOTA METRO,LAMPUNG,-5.08952200,105.28957100,False,0.9,14945248,60614000
GADA-ihb11g,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.36094600,114.64856900,False,0.9,668250000,1498791654
GADA-ihrd65,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.41075400,114.66798700,False,0.9,668250000,1517328812
GADA-ihxio8,KOTA JAKARTA TIMUR,DKI JAKARTA,-6.24984200,106.90518500,False,0.9,99528000,999500000
GADA-ihz198,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.40238700,114.66721800,False,0.9,668250000,1491162302
GADA-iiarex,KABUPATEN MAGETAN,JAWA TIMUR,-7.68168000,111.35409400,False,0.9,10663000,11565000
GADA-iilcik,KOTA PALU,SULAWESI TENGAH,-0.75750800,119.86271700,False,0.9,3227330,463125000
GADA-ijb2t1,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.43573700,114.72401700,False,0.9,668250000,989232756
GADA-ikmvag,KOTA MEDAN,SUMATERA UTARA,3.59459600,98.61768700,False,0.9,86472000,871438920
GADA-il1ugc,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.43444200,114.81190200,False,0.9,668250000,2202918866
GADA-iloe9m,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.40463800,114.66807300,False,0.9,668250000,1008647120
GADA-ilxb7g,KOTA LUBUKLINGGAU,SUMATERA SELATAN,-3.26835600,102.90777400,False,0.9,21080000,302520000
GADA-im9d8o,KOTA SERANG,BANTEN,-6.13911100,106.18416000,False,0.9,10981000,358211700
GADA-imnk,KOTA SERANG,BANTEN,-6.12314500,106.09972000,False,0.9,10981000,18765000
GADA-imvn12,KOTA JAKARTA BARAT,DKI JAKARTA,-6.12890700,106.73937900,False,0.9,99528000,104855000
GADA-imvq2j,KABUPATEN LAMPUNG SELATAN,LAMPUNG,-5.28665600,105.19188800,False,0.9,14945248,1127198200
GADA-in0gcp,KABUPATEN SOLOK,SUMATERA BARAT,-0.96020000,100.58169800,False,0.9,40210000,62910000
GADA-in5bbg,KOTA BANJAR BARU,KALIMANTAN SELATAN,-3.44386300,114.74566500,False,0.9,668250000,1044720060
GADA-incfp4,KABUPATEN PURWOREJO,JAWA TENGAH,-7.71852700,109.89907400,False,0.9,1180690,585890000
GADA-inikka,KABUPATEN BANJAR,KALIMANTAN SELATAN,-3.36178400,114.63547700,False,0.9,668250000,1021230000
GADA-inoaay,KOTA PROBOLINGGO,JAWA TIMUR,-7.75561500,113.21833300,False,0.9,10663000,11230000
